ID,EXPER,LNW,BLACK,HGC,UERATE
155,2.966,1.535,0,9,12.6
155,3.834,2.162,0,9,4.895
155,4.563,2.32,0,9,13.6
155,5.717,1.727,0,9,6.873889
155,7.14,2.219,0,9,6.873889
155,7.967,2.461,0,9,2.795
155,8.937,2.333,0,9,3.195
155,9.707,2.612,0,9,5.195
155,10.437,2.637,0,9,6.195
173,0.188,1.559,0,9,5.495
173,0.8,1.693,0,9,7.9
173,2.184,1.976,0,9,8.2
173,4.454,2.027,0,9,4.195
173,5.377,2.016,0,9,4.495
173,6.396,2.335,0,9,6.195
206,1.874,2.028,0,10,9.2
206,2.814,2.297,0,10,11
206,4.314,2.482,0,10,6.295
207,0.525,1.58,0,8,9.6
207,1.679,1.749,0,8,9.2
207,2.698,1.931,0,8,11
207,3.46,1.863,0,8,8.4
207,4.498,2.224,0,8,8.2
207,5.46,2.052,0,8,7.3
207,6.69,2.155,0,8,5.395
207,7.729,2.177,0,8,4.195
207,8.609,2.576,0,8,4.495
207,9.441,2.659,0,8,6.195
207,10.307,2.263,0,8,7.6
222,0.013,3.456,1,9,8
222,0.529,1.314,1,9,8.4
222,0.804,1.515,1,9,7.3
222,1.161,1.635,1,9,5.395
222,1.973,1.707,1,9,4.195
222,2.24,1.555,1,9,4.495
222,2.768,1.792,1,9,6.195
223,0.864,1.749,1,8,9.2
223,1.806,1.563,1,8,6.18
223,2.883,1.51,1,8,6.18
223,4.076,1.765,1,8,6.18
223,4.968,1.627,1,8,6.18
223,5.896,2.534,1,8,5.395
223,7.146,1.83,1,8,4.195
223,8.031,2.13,1,8,4.495
223,9.031,2.14,1,8,6.195
223,9.877,2.185,1,8,7.6
226,0.625,1.54,0,8,9.6
226,0.755,0.927,0,8,7.3
226,1.858,2.008,0,8,5.395
226,2.978,1.89,0,8,4.195
226,3.418,1.997,0,8,4.495
234,1.096,1.571,0,9,9.6
234,2.346,1.535,0,9,13.6
234,3.358,1.675,0,9,8.8
234,4.416,1.873,0,9,6.395
234,5.916,1.707,0,9,5.495
234,7.416,1.558,0,9,4.995
234,8.358,2.005,0,9,7.3
241,0.364,1.517,0,7,12.1
241,1.46,1.381,0,7,13.6
241,2.402,1.856,0,7,10
241,3.422,2.001,0,7,8.1
241,4.441,2.665,0,7,4.595
241,5.537,2.2,0,7,7.5
241,7.018,1.707,0,7,6.195
241,7.749,2.066,0,7,6.9
248,0.505,1.964,0,8,8.8
248,0.755,1.47,0,8,13.6
248,1.15,1.449,0,8,10
248,1.4,2.224,0,8,8.1
248,2.477,2.259,0,8,8.8
248,3.938,2.124,0,8,6.395
248,5.054,1.484,0,8,5.495
248,5.845,1.364,0,8,5.695
248,6.54,2.015,0,8,4.995
248,7.617,1.752,0,8,7.3
253,0.123,1.526,0,8,6.395
253,0.587,2.153,0,8,5.495
253,1.182,1.997,0,8,5.695
253,1.829,1.946,0,8,4.995
253,2.387,1.906,0,8,7.3
266,0.322,1.808,0,9,8.8
295,2.026,1.789,0,9,5.595
295,3.122,1.807,0,9,4.595
295,4.157,2.113,0,9,4.295
295,5.08,2.13,0,9,3.395
295,6.58,2.312,0,9,6.695
299,0.58,1.638,0,7,9.6
299,0.9,1.62,0,7,7.2
299,1.958,1.656,0,7,6.195
299,2.996,1.738,0,7,5.595
299,4.216,1.749,0,7,4.595
299,4.336,1.545,0,7,4.295
299,4.376,1.555,0,7,3.395
299,4.716,1.792,0,7,4.395
299,5.716,1.57,0,7,6.695
304,0.58,1.842,0,8,3.395
313,0.32,1.576,0,9,9
313,0.565,1.535,0,9,9.6
313,1.065,1.568,0,9,7.2
313,2.065,1.819,0,9,6.195
313,3.219,1.929,0,9,5.595
313,4.238,2.036,0,9,4.595
313,5.68,2.295,0,9,4.295
313,6.623,2.248,0,9,3.395
313,7.603,2.526,0,9,4.395
313,8.507,2.384,0,9,6.695
315,0.998,1.556,0,10,7.1
315,2.132,1.913,0,10,9
315,2.882,1.052,0,10,9.6
315,3.786,1.596,0,10,6.195
315,4.241,1.433,0,10,5.595
315,4.941,1.644,0,10,4.595
315,5.218,1.351,0,10,4.295
315,5.298,1.66,0,10,3.395
316,0.54,1.786,0,8,9.6
316,1.502,2.014,0,8,7.2
316,1.786,1.462,0,8,6.195
316,2.328,1.483,0,8,5.595
316,3.138,1.749,0,8,4.595
316,4.523,2.256,0,8,4.295
316,5.427,2.275,0,8,3.395
316,6.446,2.158,0,8,4.395
316,7.407,2.263,0,8,6.695
324,1.491,1.491,0,9,9.6
324,1.803,2.224,0,9,6.195
324,2.32,2.036,0,9,4.595
324,2.765,2.496,0,9,4.295
324,3.945,2.536,0,9,3.395
329,0.016,1.422,0,8,9
329,0.716,1.308,0,8,6.195
329,1.756,1.885,0,8,5.595
331,0.105,1.559,0,9,6.795
331,1.095,0.83,0,9,9
331,1.725,1.804,0,9,9.6
331,4.436,1.872,0,9,4.395
331,4.461,1.499,0,9,6.695
332,0.125,1.63,0,8,7.1
332,1.625,1.476,0,8,9.6
332,2.413,1.804,0,8,7.2
332,3.393,1.439,0,8,6.195
332,4.47,1.748,0,8,5.595
332,5.178,1.526,0,8,4.595
332,6.082,2.044,0,8,4.295
332,7.043,2.179,0,8,3.395
332,8.197,2.186,0,8,4.395
332,9.092,4.035,0,8,6.695
336,1.91,1.892,1,8,9.6
336,2.514,1.279,1,8,7.2
336,3.706,2.224,1,8,6.195
356,0.966,1.553,0,10,8.8
356,1.896,1.491,0,10,8.5
356,2.461,2.261,0,10,7.3
356,3.399,1.558,0,10,6.595
356,4.418,1.789,0,10,5.095
356,5.571,2.219,0,10,4.395
356,6.802,2.444,0,10,4.395
356,7.744,2.692,0,10,3.295
356,8.705,2.734,0,10,5.295
356,9.705,2.742,0,10,6.495
378,1.3,1.828,1,10,8.8
378,2.178,1.513,1,10,7.3
378,3.021,2.155,1,10,6.595
378,4.078,2.052,1,10,5.095
378,5.001,1.889,1,10,4.395
378,6.381,2.238,1,10,4.395
378,7.4,2.302,1,10,3.295
378,8.419,2.251,1,10,5.295
378,9.284,2.263,1,10,7.2
394,1.89,2.383,1,10,5.695
394,2.77,1.929,1,10,6.595
394,3.01,1.609,1,10,4.095
396,0.165,1.066,1,9,10.2
396,2.88,2.417,1,9,6.595
396,3.976,1.972,1,9,5.095
396,5.437,1.545,1,9,4.095
396,6.457,1.883,1,9,4.195
396,7.602,2.166,1,9,4.095
396,8.313,1.906,1,9,5.195
411,0.962,1.903,0,8,9.7
411,1.642,1.982,0,8,10.2
411,2.564,2.362,0,8,10.2
411,3.564,2.192,0,8,7.3
411,4.603,2.512,0,8,5.695
411,5.564,2.554,0,8,6.595
411,7.279,2.295,0,8,4.095
411,9.241,1.906,0,8,5.895
415,0.243,1.621,0,10,5.595
415,0.826,1.598,0,10,5.895
415,1.566,1.763,0,10,6.195
415,2.546,1.645,0,10,7.2
415,4.585,1.919,0,10,7.3
415,5.462,2.042,0,10,5.695
415,6.385,1.972,0,10,6.595
415,7.385,2.086,0,10,6.9
415,8.885,2.295,0,10,5.195
415,10.385,2.816,0,10,4.095
415,11.385,2.263,0,10,5.195
419,0.457,1.604,0,9,10
419,1.097,1.669,0,9,7.3
419,2.145,2.001,0,9,3.895
419,2.895,1.996,0,9,5.684375
419,4.375,2.012,0,9,4.095
419,5.298,2.295,0,9,3.995
419,6.375,1.66,0,9,4.495
419,7.02,1.896,0,9,4.595
419,7.935,2.04,0,9,7.1
470,2.048,1.932,0,11,9.4
470,3.106,1.84,0,11,8.6
470,4.222,1.565,0,11,8
470,5.504,1.931,0,11,8.3
470,6.658,1.842,0,11,6.795
470,7.658,1.946,0,11,7.3
470,7.698,2.055,0,11,10.7
477,0.075,1.455,0,8,12.2
477,0.736,1.418,0,8,9.4
477,1.339,1.566,0,8,8.6
477,2.104,1.644,0,8,8
477,3.122,1.803,0,8,8.3
477,4.122,2.124,0,8,6.795
477,4.789,1.946,0,8,7.3
477,5.847,2.165,0,8,10.7
517,0.12,1.532,1,9,17.4
517,0.624,1.491,1,9,17.1
517,1.759,2.05,1,9,9.4
517,2.119,2.089,1,9,14.1
517,3.204,1.697,1,9,10.8
517,3.324,1.555,1,9,6.795
518,0.525,1.272,1,8,10.7
518,1.926,1.613,1,8,10.7
534,4.303,1.972,0,8,7.3
534,5.399,2.25,0,8,6.295
534,5.742,2.237,0,8,5.295
534,6.838,2.398,0,8,5.795
534,7.742,2.358,0,8,7.5
535,0.195,1.491,0,8,11.4
535,0.676,1.856,0,8,9.2
535,1.177,2.512,0,8,7.4
535,1.907,1.389,0,8,8.8
535,2.467,1.749,0,8,7.3
535,3.067,2.295,0,8,6.295
535,3.142,2.507,0,8,5.295
535,3.742,2.398,0,8,5.795
535,3.962,2.525,0,8,7.5
537,0.215,1.919,0,8,6.437
537,0.245,1.418,0,8,6.437
537,0.263,1.418,0,8,6.437
537,1.283,1.278,0,8,7.3
537,2.745,1.707,0,8,6.295
537,3.764,1.842,0,8,5.495
537,4.725,1.792,0,8,5.595
537,5.706,1.906,0,8,7.5
540,0.953,2.126,0,10,7.6
540,2.318,2.309,0,10,7.3
540,3.238,1.797,0,10,8.5
540,4.123,2.15,0,10,7.2
540,5.2,1.946,0,10,6.495
540,6.123,1.9,0,10,6.795
541,1.24,1.914,0,10,7.3
541,2.432,2.195,0,10,7.3
541,3.432,2.086,0,10,7.3
592,0.873,1.742,0,10,11.2
592,1.796,1.892,0,10,13.4
592,2.834,1.999,0,10,10.6
592,3.776,1.907,0,10,11.5
592,4.873,2.22,0,10,11.1
592,6.026,1.601,0,10,10.7
592,7.373,2.058,0,10,9.9
592,8.199,1.874,0,10,8.3
592,9.296,1.617,0,10,8.3
592,10.161,1.823,0,10,8.7
594,0.585,1.502,1,9,8
594,2.085,2.26,1,9,7.1
594,2.854,2.37,1,9,6.9
594,3.797,2.13,1,9,5.495
594,5.066,1.872,1,9,5.595
594,5.702,2.278,1,9,6.695
597,1.254,1.984,1,11,9.6
597,1.794,1.786,1,11,11.4
597,2.614,2.038,1,11,9.4
597,4.114,2.168,1,11,8
597,4.674,2.128,1,11,7.1
597,5.914,2.086,1,11,6.9
629,0.25,1.735,0,7,5.095
629,2.339,1.71,0,7,9.7
629,3.119,1.668,0,7,10.9
629,4.081,1.533,0,7,7.6
629,5.119,1.819,0,7,6.695
629,6.158,1.906,0,7,5.795
629,7.158,1.932,0,7,5.395
629,8.658,1.931,0,7,5.595
629,9.523,1.997,0,7,4.295
629,9.868,2.184,0,7,4.295
629,10.676,1.963,0,7,5.395
630,1.605,1.532,0,8,9.7
630,2.347,1.63,0,8,10.9
630,3.133,1.568,0,8,7.6
630,4.171,1.72,0,8,6.695
630,5.306,1.844,0,8,5.795
630,6.421,1.822,0,8,5.395
630,7.613,2.016,0,8,5.595
630,8.594,1.842,0,8,4.295
630,9.536,1.816,0,8,4.295
630,10.594,2.004,0,8,5.395
641,0.85,1.532,0,10,9.7
641,1.43,1.668,0,10,10.9
641,2.31,1.951,0,10,8.1
641,3.29,2.001,0,10,8.2
641,4.19,1.972,0,10,7.2
641,5.325,1.788,0,10,7.4
641,6.825,2.044,0,10,7.8
641,7.709,1.802,0,10,5.795
641,8.632,2.445,0,10,4.295
641,9.517,2.318,0,10,5.395
674,0.168,1.532,1,10,9.7
674,0.482,1.668,1,10,10.9
674,1.501,1.776,1,10,7.6
674,2.52,1.967,1,10,6.695
674,3.56,2.123,1,10,5.795
674,4.695,1.794,1,10,5.395
674,5.983,2.04,1,10,5.595
674,6.593,1.815,1,10,4.295
674,7.603,1.813,1,10,4.295
674,8.565,1.785,1,10,5.395
675,0.563,1.488,1,8,10.9
675,1.203,1.502,1,8,5.795
675,2.264,1.448,1,8,5.395
675,3.224,2.075,1,8,5.595
675,3.824,1.544,1,8,4.295
675,4.564,2.022,1,8,4.295
700,0.297,1.591,0,10,14.7
700,0.514,1.586,0,10,16.5
700,1.146,1.532,0,10,23.705
700,1.284,1.563,0,10,19.805
700,2.096,1.455,0,10,12.7
700,2.756,1.418,0,10,13.2
700,3.411,1.383,0,10,10.2
700,3.417,1.349,0,10,9.9
700,3.461,1.602,0,10,15.6
700,3.958,1.303,0,10,9.5
700,3.976,1.57,0,10,17.4
714,0.765,0.753,0,8,12.7
714,1.665,1.418,0,8,13.2
714,1.905,1.433,0,8,10.2
714,2.95,1.526,0,8,9.9
714,5.181,1.22,0,8,9.5
714,6.469,1.609,0,8,8.7
714,7.199,2.486,0,8,17.4
735,0.912,2.252,0,10,12
735,1.182,1.476,0,10,13.4
735,1.351,2.028,0,10,17.4
735,2.351,1.482,0,10,17.1
735,2.739,1.455,0,10,12.2
735,3.435,4.304,0,10,9.4
735,3.927,1.972,0,10,8.6
735,5.042,2.442,0,10,8
735,5.985,2.583,0,10,8.3
735,6.762,2.13,0,10,6.795
735,7.532,2.398,0,10,7.3
735,8.296,2.04,0,10,10.7
737,1.5,2.128,0,8,9.4
737,2.399,3.342,0,8,9.7
737,3.534,1.668,0,8,14.8
737,4.284,2.366,0,8,13.6
737,5.784,1.947,0,8,7.5
737,6.659,1.57,0,8,8
741,0.928,1.59,0,11,23.705
741,2.839,1.942,0,11,12.7
741,3.839,1.693,0,11,13.2
741,5.108,1.955,0,11,10.2
741,6.147,1.526,0,11,9.9
741,8.028,1.947,0,11,9.5
741,9.22,1.719,0,11,8.7
741,9.64,1.57,0,11,17.4
767,0.173,1.701,0,9,5.595
767,0.892,1.598,0,9,9
767,1.452,1.71,0,9,14.1
767,1.732,1.736,0,9,17.8
767,2.292,1.265,0,9,13.9
767,2.712,1.684,0,9,14.2
767,3.382,1.566,0,9,8
767,4.497,1.749,0,9,7.1
767,5.921,1.931,0,9,6.9
767,6.767,1.842,0,9,5.495
767,7.805,1.946,0,9,5.595
767,8.901,1.906,0,9,6.695
832,1.875,1.845,1,10,12
832,4.355,1.447,1,10,6.495
832,4.77,1.43,1,10,6.695
871,0.611,1.491,0,8,13.5
871,1.164,1.544,0,8,12.1
871,2.222,1.412,0,8,9.9
871,3.154,2.195,0,8,8.1
871,4.634,1.95,0,8,8
871,5.634,2.032,0,8,8.1
871,6.865,1.842,0,8,3.395
871,7.615,2.65,0,8,4.395
871,8.865,2.445,0,8,6.495
911,1.669,2.512,1,11,9.9
1027,0.986,1.308,1,9,7.4
1027,1.586,0.837,1,9,7.3
1027,2.682,1.318,1,9,7.4
1027,3.912,1.993,1,9,6.295
1027,4.855,2.22,1,9,5.895
1027,5.815,1.816,1,9,5.895
1027,6.423,1.464,1,9,6.9
1028,0.004,0.872,1,8,9.3
1028,0.035,0.903,1,8,7.4
1028,0.515,1.389,1,8,7.3
1028,1.483,2.324,1,8,7.4
1028,2.141,1.484,1,8,6.295
1028,3.161,1.705,1,8,5.895
1028,4.103,2.343,1,8,6.9
1032,0.808,1.65,1,8,9.3
1042,0.535,1.935,0,9,5.295
1042,1.09,1.576,0,9,6.495
1042,1.418,2.402,0,9,7.2
1042,2.038,2.081,0,9,5.295
1042,2.848,1.528,0,9,5.495
1042,4.348,1.633,0,9,4.695
1042,4.668,1.801,0,9,4.695
1043,1.094,1.506,0,9,7.2
1043,1.797,1.499,0,9,5.795
1043,2.106,1.714,0,9,5.295
1043,2.736,1.789,0,9,5.495
1043,4.123,1.994,0,9,4.695
1043,4.796,0.811,0,9,4.195
1043,5.671,1.658,0,9,4.395
1043,6.71,2.04,0,9,4.695
1089,0.58,1.846,0,8,5.695
1089,1.522,1.666,0,8,8.2
1089,2.332,1.474,0,8,9.8
1089,3.187,1.668,0,8,10.9
1089,3.789,1.568,0,8,6.795
1089,4.796,1.656,0,8,7.5
1089,6.085,1.383,0,8,6.795
1089,6.912,1.845,0,8,6.595
1089,8.392,2.177,0,8,4.895
1089,10.051,1.558,0,8,5.995
1089,11.143,1.674,0,8,7.6
1134,0.918,1.722,0,9,11
1134,1.408,1.593,0,9,9.8
1134,2.268,1.473,0,9,6.495
1134,3.048,1.531,0,9,4.595
1134,3.792,1.383,0,9,4.595
1134,4.237,1.462,0,9,4.095
1134,5.64,1.97,0,9,3.995
1134,6.544,1.985,0,9,4.495
1134,7.833,2.303,0,9,4.595
1134,8.64,2.358,0,9,7.1
1150,3.096,1.308,1,8,7.6
1150,3.916,1.769,1,8,4.695
1150,4.974,2.049,1,8,4.895
1150,6.474,1.803,1,8,4.995
1150,7.128,1.842,1,8,5.795
1150,8.967,1.906,1,8,8.5
1153,0.364,1.381,1,10,9.8
1153,0.396,1.568,1,10,6.495
1153,0.466,1.298,1,10,7.6
1153,0.911,1.566,1,10,7
1153,1.163,3.302,1,10,5.895
1153,1.773,1.531,1,10,8.5
1204,0.455,1.81,0,8,3.695
1204,1.279,1.988,0,8,3.995
1204,2.241,2.082,0,8,5.695
1204,3.221,2.299,0,8,6.595
1204,4.202,2.202,0,8,7.8
1204,5.183,2.326,0,8,4.795
1204,6.202,2.435,0,8,3.795
1204,7.279,2.582,0,8,3.795
1204,8.433,2.22,0,8,3.795
1204,9.644,2.799,0,8,3.195
1204,10.68,2.925,0,8,3.195
1204,11.642,2.62,0,8,2.995
1204,12.7,2.051,0,8,4.095
1205,1.365,1.704,0,8,5.695
1205,2.305,1.917,0,8,6.595
1205,3.085,1.786,0,8,7.8
1205,3.885,1.856,0,8,4.795
1205,4.885,1.868,0,8,3.795
1205,5.885,1.717,0,8,3.795
1205,7.058,2.337,0,8,3.795
1205,8.161,2.401,0,8,3.195
1205,9.199,2.353,0,8,3.195
1205,10.257,2.639,0,8,2.995
1205,11.18,2.445,0,8,4.095
1211,0.428,1.491,1,8,7.8
1211,1.225,0.942,1,8,3.795
1211,1.645,1.334,1,8,3.795
1211,1.682,1.364,1,8,3.795
1211,2.142,1.322,1,8,3.195
1211,2.7,1.842,1,8,3.195
1211,3.988,1.948,1,8,4.095
1217,0.7,1.461,1,10,7.8
1217,1.28,1.455,1,10,4.795
1217,2.212,1.751,1,10,3.795
1217,3.27,1.615,1,10,3.795
1217,3.917,1.834,1,10,3.795
1217,4.975,1.731,1,10,3.195
1217,5.902,1.755,1,10,3.195
1217,6.462,1.361,1,10,2.995
1217,7.385,1.687,1,10,4.095
1219,1.5,1.568,1,9,8.4
1243,0.452,1.389,0,9,5.495
1243,1.732,1.731,0,9,8
1243,3.674,2.185,0,9,5.095
1243,4.162,1.627,0,9,4.795
1243,5.007,1.749,0,9,7.5
1243,6.392,1.985,0,9,6.095
1243,7.334,1.842,0,9,5.695
1243,8.372,2.067,0,9,4.895
1243,9.315,1.906,0,9,5.94625
1257,0.22,1.532,0,8,7.6
1257,1.301,1.455,0,8,4.895
1257,2.107,1.308,0,8,5.895
1257,2.577,1.278,0,8,6.795
1257,2.797,1.349,0,8,7.5
1257,3.764,1.707,0,8,8.2
1257,4.469,1.386,0,8,5.695
1257,5.101,1.447,0,8,4.895
1257,5.176,1.407,0,8,6.095
1273,0.565,2.252,0,11,4.995
1273,1.143,2.21,0,11,5.495
1273,2.318,1.786,0,11,8
1273,3.451,1.819,0,11,5.895
1273,4.098,1.543,0,11,6.073889
1273,5.406,1.198,0,11,7.5
1273,6.656,1.707,0,11,6.095
1273,7.54,1.715,0,11,5.695
1273,8.66,1.953,0,11,4.895
1273,9.343,2.069,0,11,6.095
1282,0.292,2.224,0,11,5.895
1284,2.047,1.886,0,9,5.495
1284,2.748,1.455,0,9,7.6
1284,3.063,1.75,0,9,4.895
1284,4.563,1.261,0,9,9
1284,6.063,2.026,0,9,4.895
1284,6.967,1.705,0,9,4.795
1300,0.38,1.532,0,7,16.1
1300,0.605,1.491,0,7,17.1
1300,1.465,2.624,0,7,6.495
1300,2.253,2.681,0,7,5.295
1300,3.35,2.015,0,7,8.4
1300,4.205,2.793,0,7,4.395
1314,0.201,1.576,1,8,7.6
1314,0.616,1.535,1,8,8
1314,0.776,1.783,1,8,4.895
1314,1.001,1.565,1,8,5.895
1314,1.009,2.636,1,8,8.6
1314,2.124,1.355,1,8,7.5
1314,3.301,1.756,1,8,6.095
1314,3.981,1.462,1,8,5.695
1316,0.904,1.846,0,9,7.1
1316,1.942,2.21,0,9,9.1
1316,2.882,2.626,0,9,11.8
1316,3.81,2.456,0,9,15.2
1316,4.81,3.124,0,9,11.1
1316,5.829,2.224,0,9,7.8
1316,7.002,2.421,0,9,8.389091
1316,7.983,2.309,0,9,7.4
1316,9.464,2.113,0,9,5.695
1316,10.391,2.199,0,9,5.795
1316,11.276,2.42,0,9,5.495
1316,11.456,3.833,0,9,5.795
1317,0.755,1.571,0,7,9.1
1317,1.736,1.987,0,7,6.8725
1317,2.276,1.987,0,7,6.8725
1317,3.237,2.038,0,7,6.8725
1317,4.449,2.331,0,7,7.8
1317,5.333,2.126,0,7,7.9
1317,6.622,2.498,0,7,7.4
1317,7.699,2.719,0,7,5.695
1317,8.699,2.961,0,7,5.795
1317,9.699,1.975,0,7,5.495
1317,10.872,2.223,0,7,5.795
1329,1.665,1.786,0,9,15.2
1329,2.075,1.75,0,9,11.1
1329,2.206,1.656,0,9,7.8
1329,3.475,2.819,0,9,7.9
1329,4.841,2.442,0,9,7.4
1329,5.456,2.763,0,9,5.695
1329,5.956,1.372,0,9,5.795
1329,6.956,2.303,0,9,5.495
1329,8.052,1.663,0,9,5.795
1330,2.022,1.856,0,7,11.1
1330,2.122,1.645,0,7,7.8
1330,4.341,3.002,0,7,7.4
1330,5.249,1.824,0,7,5.695
1330,6.23,1.318,0,7,5.795
1330,7.192,1.597,0,7,5.495
1383,0.928,1.831,1,10,9.1
1383,1.768,1.596,1,10,11.8
1383,2.73,1.668,1,10,15.2
1383,3.588,1.7,1,10,11.1
1383,4.607,2.63,1,10,7.8
1383,5.703,2.044,1,10,7.9
1383,6.761,2.097,1,10,7.4
1383,8.03,2.238,1,10,5.695
1383,8.953,2.453,1,10,5.795
1383,10.03,2.197,1,10,5.495
1383,11.068,2.196,1,10,5.795
1387,1.116,1.586,1,11,9.1
1387,1.896,1.618,1,11,11.8
1387,2.034,1.491,1,11,15.2
1387,2.141,1.418,1,11,7.8
1387,2.681,1.389,1,11,7.6
1387,4.395,1.833,1,11,5.495
1387,4.64,1.752,1,11,5.795
1405,0.14,2.636,0,9,2.895
1405,0.96,1.942,0,9,4.695
1405,2.42,2.001,0,9,4.895
1405,2.715,1.959,0,9,10
1405,3.696,1.987,0,9,6.9
1405,4.456,1.95,0,9,8.5
1405,4.756,1.828,0,9,6.4675
1405,5.316,1.393,0,9,9
1405,6.816,1.847,0,9,7.8
1405,7.416,1.922,0,9,5.495
1405,8.339,1.946,0,9,4.495
1417,0.4,1.477,0,7,11.5
1417,0.886,1.535,0,7,9.8
1417,2.12,1.819,0,7,8.5
1417,3.216,1.598,0,7,8.1
1417,4.636,1.889,0,7,10.6
1417,5.361,2.044,0,7,7.8
1417,6.284,2.13,0,7,6.295
1417,7.496,1.792,0,7,4.995
1417,8.132,2.052,0,7,5.095
1420,0.231,1.735,0,8,2.895
1420,1.171,2.069,0,8,4.695
1420,1.691,2.35,0,8,3.595
1420,3.191,2.118,0,8,6.9
1420,4.248,2.119,0,8,8.5
1420,5.188,1.789,0,8,10.3
1420,6.535,1.932,0,8,9.4
1420,7.635,2.079,0,8,9.4
1420,8.355,1.997,0,8,6.295
1420,9.855,2.04,0,8,5.195
1431,0.34,2.255,0,11,4.895
1431,0.99,2.451,0,11,10
1431,2.49,2.155,0,11,8.5
1434,1.327,2.457,0,10,4.095
1434,2.019,2.115,0,10,5.095
1434,3,1.804,0,10,5.795
1434,4.038,1.829,0,10,4.195
1434,4.981,2.029,0,10,4.695
1434,6.096,2.581,0,10,5.895
1434,7.192,2.451,0,10,6.295
1434,8.404,2.723,0,10,7
1434,9.118,1.842,0,10,5.095
1434,10.176,1.609,0,10,4.495
1434,11.176,1.941,0,10,6.295
1450,0.25,1.655,0,9,2.895
1450,1.288,1.623,0,9,4.695
1450,2.146,1.253,0,9,3.595
1450,3.204,1.828,0,9,4.895
1450,4.338,2.772,0,9,7.4
1450,5.338,2.07,0,9,4.395
1450,5.981,2.052,0,9,9.3
1450,6.861,2.25,0,9,9
1450,7.721,2.349,0,9,7.8
1450,8.376,2.302,0,9,5.495
1450,8.416,1.946,0,9,4.495
1450,9.256,1.57,0,9,5.195
1452,0.18,1.763,0,7,3.595
1452,2.026,2.809,0,7,10
1452,3.142,1.693,0,7,7.4
1452,4.084,2.164,0,7,8
1452,5.199,2.083,0,7,9.3
1452,6.642,2.034,0,7,9
1452,7.872,2.044,0,7,7.8
1452,8.718,2.039,0,7,5.495
1452,9.565,2.197,0,7,4.495
1452,10.488,2.212,0,7,5.195
1456,0.301,1.763,0,8,3.595
1456,0.537,1.735,0,8,4.895
1456,1.282,1.535,0,8,10
1456,2.002,1.781,0,8,7.4
1456,2.617,1.868,0,8,7.2785
1456,2.892,1.502,0,8,9.5
1456,3.228,1.546,0,8,9.2
1456,3.656,1.371,0,8,7.8
1456,4.466,1.66,0,8,7.3
1456,5.111,2.12,0,8,6.195
1456,5.491,1.975,0,8,6.9
1464,1.5,0.975,0,7,5.795
1464,2.442,2.469,0,7,3.795
1464,3.346,2.581,0,7,6.346875
1464,4.481,2.578,0,7,5.895
1464,5.981,2.515,0,7,9.2
1464,6.712,2.701,0,7,8.7
1464,7.75,1.997,0,7,7.3
1464,8.962,1.927,0,7,4.495
1464,9.274,1.504,0,7,5.595
1466,1.348,1.987,0,8,4.095
1466,1.543,0.824,0,8,5.795
1466,2.538,2.905,0,8,4.195
1466,5.538,1.866,0,8,7
1466,7.038,1.609,0,8,4.495
1466,7.673,2.055,0,8,5.595
1508,0.558,1.71,0,8,7.4
1508,1.483,2.189,0,8,8.9
